config_id,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09
14,-2528.200000000038,8399.999999999909,-11546.20000000009,2847.5999999998294,1581.799999999953,-8598.6000000001,2834.8999999998796,2191.099999999892,-8863.900000000172,6838.899999999899,-4180.50000000012,3054.8999999999296,2765.599999999881,521.3999999998805,7478.799999999887,1150.5999999998721,6873.399999999947,6716.399999999953,2560.1999999999634,3645.899999999915,-6972.3000000002,-7424.500000000103,5169.999999999936,10821.299999999974,-3645.4000000000406,-4722.80000000012,7109.9999999999,1094.899999999916,-4730.400000000191,-5628.400000000056,-18970.400000000245,-2265.600000000086,9874.299999999903,11487.699999999904,-2098.200000000088,-19.400000000041473,77.59999999993852,7652.899999999863,-6576.800000000185,19353.599999999868,2616.7999999997846,-2883.50000000014,-15002.700000000095,169.69999999987522,-3322.700000000077
15,-2528.200000000038,-5161.000000000126,6367.89999999994,3999.499999999989,-523.7000000000307,-14115.40000000009,3135.899999999947,6483.099999999945,7998.999999999978,-7629.400000000055,2130.29999999992,3999.499999999989,9656.599999999935,-1211.1000000000558,1359.8999999998796,-3919.900000000075,3389.799999999923,3999.499999999989,-3176.800000000071,2255.699999999979,-3338.0000000001246,5042.199999999957,3999.499999999989,2391.599999999903,-2818.000000000029,-7860.800000000131,19997.499999999967,5598.6999999999625,-11460.300000000052,-6567.400000000043,-22274.500000000262,3681.2999999998738,9874.299999999903,1969.399999999905,-1244.4000000001324,-11143.30000000009,2676.099999999906,13566.399999999885,10491.299999999956,35995.4999999999,-1697.6000000002387,2177.699999999959,-17337.50000000009,4067.299999999841,15997.999999999956
16,-2528.200000000038,1053.8999999999305,1409.3999999999824,-283.5000000001173,5774.09999999993,-6152.200000000153,5224.399999999946,4127.899999999909,-1715.8000000000811,5995.899999999938,-5061.100000000056,5570.099999999957,594.2999999999302,3034.0999999999667,649.4999999999436,4533.899999999926,-2262.8000000001066,-780.400000000077,2237.2999999999365,1845.5999999999449,-729.4000000001461,6744.099999999958,-3923.7000000000307,9757.899999999927,-4709.800000000087,-3544.0000000000737,15997.999999999956,-4758.600000000115,9319.199999999955,-7269.200000000137,-1198.1000000000677,-2410.100000000102,-6093.700000000081,3137.2999999999593,-1366.2000000001626,3721.099999999933,7839.6999999999025,5366.799999999921,-360.2000000001226,7998.999999999978,-17767.500000000153,15997.999999999956,-5333.800000000065,-5999.700000000075,0.0
17,-2528.200000000038,7359.099999999876,-2833.700000000068,-958.800000000133,9773.599999999919,-17376.300000000127,5224.399999999946,4127.899999999909,-6905.200000000173,3597.19999999993,-8560.300000000097,2533.899999999926,1444.7999999998729,-488.10000000007676,11623.099999999955,4533.899999999926,6873.399999999947,6716.399999999953,-4056.800000000135,2255.699999999979,-729.4000000001461,1042.699999999968,22.399999999925058,10821.299999999974,-2818.000000000029,-7341.800000000103,12539.799999999923,854.8999999999069,8287.59999999993,-1355.1000000000386,-14441.000000000213,-4986.600000000135,-2654.3000000001484,5987.799999999925,-641.8000000001484,-4018.9000000000306,7357.799999999952,13566.399999999885,2132.099999999855,15475.299999999925,-5697.100000000228,-4842.300000000068,-16528.200000000063,169.69999999987522,3999.499999999989
18,2185.399999999936,-4555.725000000098,-4581.000000000062,0.0,15172.449999999935,-11487.900000000036,11672.699999999917,8522.449999999866,8231.599999999935,-8803.125000000136,1279.6749999999065,4263.849999999979,12970.974999999862,7630.224999999882,4344.9749999999085,-2815.9000000001242,13192.574999999897,2986.874999999918,-1672.7000000001226,8477.199999999857,5232.57499999977,8021.374999999921,7444.67499999987,-5508.425000000034,0.0,0.0,-8027.825000000075,17834.324999999946,-9630.70000000016,-9128.300000000036,-26756.225000000268,8386.799999999948,10689.624999999933,6960.924999999861,-5191.700000000083,-12261.200000000099,6178.200000000015,16257.574999999952,16652.799999999934,3885.6000000000677,-14642.025000000103,12647.349999999915,-19547.52500000004,-10723.200000000043,12107.949999999983
19,1658.6499999999432,-122.92500000005475,483.3249999999225,-4193.125000000191,8093.274999999903,-3057.500000000232,4413.924999999858,-1223.975000000155,-10738.375000000178,2243.1499999998323,-229.4750000000704,2554.7999999999774,-2257.775000000129,-1062.1000000000777,9566.449999999917,383.899999999835,1073.4249999999065,-6583.475000000158,138.1749999998874,1393.9749999998412,-2988.1750000002285,849.2249999998876,-3992.5750000001244,2777.224999999885,2120.449999999869,-1413.6000000000877,4957.074999999941,-10547.800000000143,10006.874999999809,-1356.4750000000913,2434.324999999899,-8974.45000000007,-8473.325000000159,5507.074999999941,7843.024999999852,4383.099999999831,-1208.2250000001295,-3047.7250000001277,-6969.675000000143,-3311.3500000000386,856.2749999999141,5232.549999999901,-2713.2500000001073,4702.499999999827,-7322.200000000066
20,-901.5500000000657,2057.124999999951,-13907.300000000054,-8328.200000000197,14947.2749999999,-10806.925000000138,-98.97500000020045,-1173.5750000001872,-5753.625000000125,4546.399999999812,-3728.675000000112,-1615.6250000001137,8023.499999999808,-6878.600000000142,13393.79999999985,-1116.325000000188,8745.624999999905,-2150.8000000001402,-668.8250000001517,5789.924999999835,-1836.5250000002334,7113.5249999998905,6824.9249999999165,780.4499999998825,1643.9249999998765,-3831.800000000112,3366.1999999999352,530.5999999998676,4305.599999999822,-5628.400000000056,-18924.15000000019,-3113.5500000000775,10689.624999999933,9529.349999999977,2300.824999999895,-3690.1000000000295,-5320.250000000033,8187.499999999818,6825.8999999999105,-9619.025000000101,-3099.800000000141,7976.549999999861,-11084.00000000006,5209.69999999993,1416.3249999999152
21,3939.849999999956,4911.799999999926,5570.199999999953,0.0,9713.674999999897,-11487.900000000036,11672.699999999917,6536.949999999888,-3898.8250000001017,-8803.125000000136,1279.6749999999065,4263.849999999979,12174.449999999888,7630.224999999882,4344.9749999999085,-4028.350000000114,11763.62499999991,1588.1499999999278,-5507.00000000013,8532.449999999903,2542.149999999833,6735.399999999936,4629.299999999921,-5697.800000000052,827.3249999998825,-6690.8500000001595,10198.024999999916,5439.299999999957,-10423.87500000009,-9128.300000000036,-24134.300000000258,4214.974999999913,10689.624999999933,6359.674999999834,-2092.0500000001084,-12261.200000000099,6178.200000000015,18118.774999999914,14679.224999999906,-3715.67500000001,-34608.225000000224,-5241.925000000083,-24543.175000000065,-10723.200000000043,15861.450000000013
22,852.8999999999542,-10.400000000026921,-681.4750000000231,-1955.275000000097,4255.899999999906,-3732.0750000001226,4516.474999999923,969.2749999999023,-8566.775000000143,3674.624999999901,-3591.7500000000473,2554.7999999999774,-378.2750000001215,785.8999999999924,5101.124999999979,-780.1750000000993,-881.1500000000706,-3845.3750000001037,-258.60000000004675,2014.9749999998903,-2741.1250000001473,3102.249999999958,-63.90000000003511,5060.049999999865,1921.849999999904,28.3999999999196,5439.8499999999785,-8758.100000000104,4894.474999999966,-4356.525000000056,-317.02500000005784,-6888.275000000112,-7981.800000000112,7087.774999999965,4654.149999999845,3057.3999999998705,451.0999999999058,8102.774999999929,-478.400000000147,6205.475000000024,-12800.400000000081,12956.199999999944,-2493.6500000000706,2656.474999999864,0.0
23,852.8999999999542,1464.9249999999483,579.8749999999463,-6283.45000000013,7643.624999999861,-11788.40000000007,2900.149999999917,813.9749999998685,-5753.625000000125,3908.5999999998876,-7090.950000000089,-481.4000000000533,7226.974999999834,-3499.4000000000824,10217.649999999889,1075.4999999998972,7316.674999999918,-1315.200000000118,-3879.1250000001355,6471.149999999898,-2741.1250000001473,7557.649999999944,7589.374999999973,5543.974999999864,1445.3249999999116,-1030.7000000001153,4152.524999999923,-1158.2000000001244,7042.0499999999265,-5628.400000000056,-17708.500000000186,-6006.875000000173,-1800.925000000143,8033.649999999943,4112.099999999873,-5136.800000000039,1916.5500000000065,14100.99999999984,2401.9999999998618,-102.20000000003893,-14518.975000000182,-2017.2750000000633,-11848.250000000053,5209.69999999993,8738.524999999981
24,-280.8000000000675,-8491.100000000119,-14599.700000000052,0.0,17002.59999999994,-13205.000000000087,6879.699999999957,5035.999999999922,8154.099999999971,-11548.30000000013,545.5999999999221,3303.099999999904,5223.4999999999445,4278.49999999994,-8644.800000000008,2135.299999999961,-7519.200000000092,-9196.900000000096,-2224.3000000000393,10432.199999999899,-2293.4000000002015,7084.399999999982,0.0,-1270.2000000000908,0.0,0.0,-9370.900000000074,19704.500000000007,-15578.800000000047,-1531.400000000076,-26639.500000000226,166.19999999993524,8078.800000000001,-2593.100000000095,-5000.100000000066,-11300.500000000102,-9575.600000000168,7894.099999999935,8806.19999999999,38346.09999999998,-58297.30000000022,-2020.6000000000586,-20895.700000000077,4780.499999999938,13806.599999999935
