config_id,htf_pivot_len,ltf_pivot_len,sl,sl_buffer_pips,tp_kind,tp_mode,tp_pips,trend_filter,max_sl_atr,n_trades,net_pips,win_rate,profit_factor,avg_pips,max_drawdown_pips,monthly_sharpe,months,tp_rate,long_share,tp_r_multiple,tp_atr_mult
1426,3,2,ltf,200,atr,atr,,ema,5.0,392,37036.62857142158,0.461734693877551,1.1323308120235518,94.48119533525913,19585.392857142957,0.1958371616085536,45,0.461734693877551,0.5790816326530612,,3.0
1427,3,2,ltf,200,atr,atr,,ema,7.0,399,41280.749999992986,0.47619047619047616,1.1410891901258235,103.4605263157719,21496.657142857446,0.21674465758446024,45,0.47619047619047616,0.5789473684210527,,3.0
1428,3,2,ltf,200,atr,atr,,none,0.0,416,84506.96428570652,0.3485576923076923,1.2383315691266896,203.1417410714099,25376.778571430033,0.2582088448423831,45,0.3485576923076923,0.5576923076923077,,5.0
1429,3,2,ltf,200,atr,atr,,none,5.0,418,71024.55714284925,0.3349282296650718,1.2017799851269904,169.91520847571593,28309.77857143203,0.21629771928026176,45,0.3349282296650718,0.5454545454545454,,5.0
1430,3,2,ltf,200,atr,atr,,none,7.0,418,78923.5999999922,0.3444976076555024,1.220174876492022,188.81244019136892,25803.34285714603,0.2392441074982467,45,0.3444976076555024,0.5550239234449761,,5.0
1431,3,2,ltf,200,atr,atr,,ema,0.0,344,59267.32857142197,0.35755813953488375,1.1910053858128873,172.2887458471569,28171.078571429436,0.21312718054845317,45,0.35755813953488375,0.5872093023255814,,5.0
1432,3,2,ltf,200,atr,atr,,ema,5.0,341,51897.54285713636,0.3460410557184751,1.1728014974745664,152.19220779218873,23978.721428572127,0.1846256673272961,45,0.3460410557184751,0.5747800586510264,,5.0
1433,3,2,ltf,200,atr,atr,,ema,7.0,346,53683.96428570766,0.35260115606936415,1.1708740040057788,155.15596614366376,28171.078571429436,0.1920837520152068,45,0.35260115606936415,0.5838150289017341,,5.0
1434,3,2,ltf,200,atr,atr,,none,0.0,302,83277.38571427944,0.2682119205298013,1.270806323546575,275.75293282873986,18672.800000000032,0.3200435481554747,45,0.2682119205298013,0.5364238410596026,,8.0
1435,3,2,ltf,200,atr,atr,,none,5.0,323,64948.75714285049,0.23839009287925697,1.2091208614297417,201.0797434763173,27751.300000003066,0.23870231716094573,45,0.23839009287925697,0.5294117647058824,,8.0
1436,3,2,ltf,200,atr,atr,,none,7.0,306,80663.48571427945,0.26143790849673204,1.2637927139136238,263.6061624649655,20633.885714286702,0.3038352853074912,45,0.26143790849673204,0.5294117647058824,,8.0
1437,3,2,ltf,200,atr,atr,,ema,0.0,266,99291.9142857088,0.2894736842105263,1.3530252399316758,373.2778732545444,19703.000000000044,0.4138480079443269,45,0.2894736842105263,0.5601503759398496,,8.0
1438,3,2,ltf,200,atr,atr,,ema,5.0,275,92052.18571428013,0.26181818181818184,1.3448359032679718,334.73522077920046,22735.242857143785,0.33514400429044666,45,0.26181818181818184,0.5490909090909091,,8.0
1439,3,2,ltf,200,atr,atr,,ema,7.0,270,96678.01428570882,0.2814814814814815,1.3458625124834218,358.0667195766993,22507.671428572183,0.3942357065394493,45,0.2814814814814815,0.5518518518518518,,8.0
1440,4,1,swing_h4,0,fixed,fixed_pips,1500.0,none,0.0,442,46890.399999993286,0.6877828054298643,1.1142349853778344,106.0868778280391,37858.60000000067,0.14151595527352115,45,0.6877828054298643,0.5588235294117647,,
1441,4,1,swing_h4,0,fixed,fixed_pips,1500.0,none,5.0,292,13660.299999995028,0.5547945205479452,1.0595846526216666,46.78184931505147,23109.100000001665,0.06844310316804585,45,0.5547945205479452,0.4691780821917808,,
1442,4,1,swing_h4,0,fixed,fixed_pips,1500.0,none,7.0,399,68953.29999999385,0.6491228070175439,1.2156379607222858,172.81528822053596,36422.90000000063,0.2343487500515327,45,0.6491228070175439,0.5213032581453634,,
1443,4,1,swing_h4,0,fixed,fixed_pips,1500.0,ema,0.0,386,71508.09999999405,0.7072538860103627,1.2107077505149038,185.2541450777048,37561.50000000057,0.2320553574455142,45,0.7072538860103627,0.6010362694300518,,
1444,4,1,swing_h4,0,fixed,fixed_pips,1500.0,ema,5.0,205,30415.199999996483,0.5951219512195122,1.1994128129511332,148.36682926827552,16948.000000000597,0.17149472735539217,45,0.5951219512195122,0.5219512195121951,,
1445,4,1,swing_h4,0,fixed,fixed_pips,1500.0,ema,7.0,322,63971.59999999487,0.6583850931677019,1.251589849191425,198.66956521737538,32691.600000000486,0.27125103315704585,45,0.6583850931677019,0.577639751552795,,
1446,4,1,swing_h4,0,fixed,fixed_pips,2500.0,none,0.0,323,92077.39999999476,0.6222910216718266,1.2240736017879525,285.069349845185,39197.900000001435,0.2274374915887295,45,0.6222910216718266,0.5634674922600619,,
1447,4,1,swing_h4,0,fixed,fixed_pips,2500.0,none,5.0,248,37628.79999999529,0.4596774193548387,1.151599744572652,151.72903225804552,21775.700000001005,0.1848674186815765,45,0.4596774193548387,0.5040322580645161,,
1448,4,1,swing_h4,0,fixed,fixed_pips,2500.0,none,7.0,323,79738.59999999437,0.5479876160990712,1.2196008339139526,246.8687306501374,32542.3000000011,0.2422726942568827,45,0.5479876160990712,0.5386996904024768,,
1449,4,1,swing_h4,0,fixed,fixed_pips,2500.0,ema,0.0,288,103995.99999999526,0.6354166666666666,1.2937613978156715,361.09722222220574,32383.10000000031,0.2869410570362421,45,0.6354166666666666,0.5972222222222222,,
1450,4,1,swing_h4,0,fixed,fixed_pips,2500.0,ema,5.0,181,53431.8999999966,0.4972375690607735,1.3098931448946638,295.20386740329616,16496.9000000005,0.26946967792598997,45,0.4972375690607735,0.5524861878453039,,
1451,4,1,swing_h4,0,fixed,fixed_pips,2500.0,ema,7.0,263,90956.89999999542,0.5741444866920152,1.3170315825942982,345.84372623572403,32453.20000000045,0.30739369035613917,45,0.5741444866920152,0.5893536121673004,,
1452,4,1,swing_h4,0,fixed,fixed_pips,4000.0,none,0.0,213,110232.3999999964,0.5633802816901409,1.2970842554971262,517.5230046948187,31498.500000000688,0.2487337715270892,45,0.5633802816901409,0.568075117370892,,
1453,4,1,swing_h4,0,fixed,fixed_pips,4000.0,none,5.0,208,109977.599999996,0.40384615384615385,1.4866687553433597,528.7384615384424,22779.90000000017,0.40672073697507927,45,0.40384615384615385,0.47596153846153844,,
1454,4,1,swing_h4,0,fixed,fixed_pips,4000.0,none,7.0,240,49383.9999999955,0.44166666666666665,1.1310959803408989,205.76666666664792,44040.600000000835,0.14049710067718293,45,0.44166666666666665,0.5041666666666667,,
1455,4,1,swing_h4,0,fixed,fixed_pips,4000.0,ema,0.0,197,157931.69999999675,0.5939086294416244,1.5072484388941172,801.6837563451612,29032.60000000015,0.3834521362408587,45,0.5939086294416244,0.6142131979695431,,
1456,4,1,swing_h4,0,fixed,fixed_pips,4000.0,ema,5.0,157,61647.69999999684,0.3885350318471338,1.3381257754146572,392.66050955412,20318.000000000582,0.25380214233227744,45,0.3885350318471338,0.5414012738853503,,
1457,4,1,swing_h4,0,fixed,fixed_pips,4000.0,ema,7.0,203,59091.99999999623,0.46798029556650245,1.1827164555505882,291.09359605909475,34705.80000000034,0.173412198851017,45,0.46798029556650245,0.5862068965517241,,
1458,4,1,swing_h4,0,r,r_multiple,,none,0.0,212,56164.47499999687,0.6179245283018868,1.1477904768520728,264.92676886790974,55985.42500000083,0.13796405400663714,45,0.6179245283018868,0.5424528301886793,0.75,
1459,4,1,swing_h4,0,r,r_multiple,,none,5.0,283,43358.224999995706,0.5936395759717314,1.1908526302954647,153.20927561835938,14734.9500000002,0.2153254324456212,45,0.5936395759717314,0.47703180212014135,0.75,
1460,4,1,swing_h4,0,r,r_multiple,,none,7.0,308,50412.524999995156,0.5876623376623377,1.1417636784833554,163.6770292207635,40247.000000000946,0.15767644033129022,45,0.5876623376623377,0.5422077922077922,0.75,
1461,4,1,swing_h4,0,r,r_multiple,,ema,0.0,217,35401.84999999675,0.5944700460829493,1.0915208076159857,163.14216589860254,60122.57500000055,0.08527843322434721,45,0.5944700460829493,0.5714285714285714,0.75,
